Shipment ID,Order Date,Shipment Date,Actual Delivery Date,Origin City,Origin Country,Manufacturing Site,Destination Country,Destination City,Chosen Route Name,Distance (km),Customer ID,Service Level,Product ID,Product Category,Shipment Content Type,Packaging Type,Packaging Efficiency,Line Item Quantity,Unit Price (USD),Pack Price (USD),Line Item Value (USD),Weight (kg),Volume (m³),Billable Weight (kg),Shipment Mode,Transporter Name,Carrier Product Fit Score,Expected Delivery Time (Days),Delivery Time (Days),Delay (Days),Avg Speed (km/h),Halt Duration (hours),Route Deviation Factor,Weather Impact,Customs/Border Delay (hours),Route Congestion Factor,Seasonal Cost Factor,Seasonal Delay Factor,Proposed Freight Cost (USD),Actual Freight Cost (USD),Cost Per Billable Kg (USD),Price Variance (USD),Price Variance (%),Carbon Emissions (kg CO2),Status,On-Time Delivery,Cost Outlier,Shipment Month,Shipment Day of Week
SHIP01513,2024-11-07,2024-11-09,2024-11-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST015,Standard,PROD0057,Textiles,General Goods,Box,0.15,10,354.26,347.57,3542.6,56.16,0.147,147.0,Sea,Maersk,10,1.5,4.0,2.5,24.3,0.4,1.01,None,60.0,1.0,1.2,1.15,163.04,198.19,1.35,35.15,21.56,0.45,Delayed,No,False,11,5
SHIP01514,2024-01-05,2024-01-07,2024-01-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST042,Standard,PROD0004,Electronics,Fragile,Box,0.09,391,3263.46,3276.23,1276012.86,308.18,3.632,3632.0,Sea,MSC,4,2.5,9.076142869697382,6.6,26.0,2.4,1.0,None,0.0,1.0,1.05,1.1,3551.72,3703.77,1.02,152.05,4.28,52.75,Delayed,No,False,1,6
SHIP01515,2023-06-15,2023-06-18,2023-06-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST031,Standard,PROD0089,Consumer Goods,General Goods,Carton,0.75,206,46.36,46.16,9550.16,579.4,7.75,7750.0,Sea,MSC,6,7.3,5.5,-1.8,26.7,4.4,1.05,None,0.0,1.0,1.0,1.05,11290.33,12030.59,1.55,740.26,6.56,179.67,Early,Yes,False,6,6
SHIP01516,2023-01-04,2023-01-06,2023-01-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST006,Express,PROD0093,Consumer Goods,General Goods,Box,1.53,401,208.62,206.35,83656.62,3037.32,61.311,10238.937,Air Cargo,MSC,6,2.7,1.6,-1.1,813.3,7.5,1.05,Minor Rain/Fog,0.0,1.0,1.05,1.1,792946.83,841304.3,82.17,48357.47,6.1,34301.31,Early,Yes,False,1,4
SHIP01517,2024-01-13,2024-01-15,2024-01-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Agra-Indore,1500,CUST004,Standard,PROD0061,Machinery Parts,Heavy/Bulky,Pallet,3.25,14,7329.54,7285.59,102613.56,3330.36,68.19,68190.0,Sea,MSC,9,3.7,8.6,4.9,15.3,1.5,1.8,None,0.0,1.3,1.05,1.1,66826.37,79961.79,1.17,13135.42,19.66,1837.38,Delayed,No,False,1,0
SHIP01518,2023-04-30,2023-05-02,2023-05-04,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST029,Standard,PROD0094,Consumer Goods,General Goods,Box,0.91,4,143.11,140.89,572.44,5.44,0.365,73.0,Express Air,DHL,8,3.6,2.4,-1.2,739.1,6.6,1.48,None,0.0,1.2,0.95,0.95,36617.41,39428.43,540.12,2811.02,7.68,722.24,Early,Yes,False,5,1
SHIP01519,2024-05-18,2024-05-20,2024-05-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST007,Standard,PROD0095,Consumer Goods,General Goods,Box,0.41,315,30.13,30.46,9490.95,1382.33,13.009,13009.0,Sea,Maersk,6,3.7,6.3,2.6,22.7,1.4,1.32,None,0.0,1.1,0.95,0.95,17645.71,17705.22,1.36,59.51,0.34,369.02,Delayed,No,False,5,0
SHIP01520,2023-12-29,2024-01-01,2024-01-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Tokyo,Air/Sea Route TYO,5800,CUST004,Express,PROD0090,Consumer Goods,General Goods,Box,1.01,198,97.78,97.42,19360.44,2804.73,20.019,3343.173,Air Cargo,Maersk,6,4.3,5.3,1.0,492.0,16.4,1.28,Minor Rain/Fog,54.2,1.1,1.05,1.1,366966.87,440389.5,131.73,73422.63,20.01,19811.79,Delayed,No,False,1,0
SHIP01521,2024-08-10,2024-08-11,2024-08-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST038,Standard,PROD0014,Electronics,Fragile,Box,0.38,62,140.6,140.72,8717.2,197.18,2.385,398.29499999999996,Air Cargo,DHL,10,1.8,1.4,-0.4,563.1,3.2,1.09,None,0.0,1.0,1.05,1.15,20846.66,22027.71,55.31,1181.05,5.67,504.78,Delivered,Yes,False,8,6
SHIP01522,2024-07-30,2024-07-30,2024-08-02,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST034,Express,PROD0082,Consumer Goods,General Goods,Loose,1.0,436,261.04,257.85,113813.44,6355.14,44.868,7492.956,Air Cargo,DHL,8,1.7,3.2,1.5,787.3,2.4,1.09,None,31.6,1.0,1.08,1.25,447294.75,502565.23,67.07,55270.48,12.36,14376.14,Delayed,No,False,7,1
SHIP01523,2024-08-18,2024-08-18,2024-08-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST001,Express,PROD0099,Consumer Goods,General Goods,Carton,3.89,235,29.8,29.63,7003.0,1770.26,45.73,7636.91,Air Cargo,DHL,8,1.8,1.3,-0.5,566.9,5.5,1.09,None,0.0,1.0,1.05,1.15,452386.19,489130.1,64.05,36743.91,8.12,14709.38,Delivered,Yes,False,8,6
SHIP01524,2023-09-09,2023-09-09,2023-09-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST048,Express,PROD0054,Textiles,General Goods,Box,0.59,312,164.09,166.81,51196.08,1973.19,18.253,3048.251,Air Cargo,DHL,7,1.3,1.0,-0.3,693.2,2.1,1.03,None,0.0,1.0,1.0,1.0,180866.11,186656.49,61.23,5790.38,3.2,5506.81,Delivered,Yes,False,9,5
SHIP01525,2023-12-01,2023-12-04,2023-12-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST044,Express,PROD0009,Electronics,Fragile,Crate,0.01,33,3457.62,3431.09,114101.46,6.7,0.758,126.586,Air Cargo,FedEx,9,2.1,1.0,-1.1,670.6,2.6,1.05,Minor Rain/Fog,0.0,1.0,1.15,1.1,6571.05,7922.88,62.59,1351.83,20.57,154.88,Early,Yes,False,12,0
SHIP01526,2023-06-13,2023-06-15,2023-06-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST028,Express,PROD0047,Textiles,General Goods,Loose,1.0,237,132.2,129.8,31331.4,553.39,2.879,553.39,Air Cargo,FedEx,7,2.0,1.2,-0.8,455.9,6.7,1.54,None,0.0,1.2,1.0,1.05,31704.64,33775.93,61.03,2071.29,6.53,1502.9,Early,Yes,False,6,3
SHIP01527,2023-06-24,2023-06-24,2023-06-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST030,Standard,PROD0088,Consumer Goods,General Goods,Pallet,0.05,376,116.27,114.51,43717.52,4684.9,26.88,26880.0,Sea,MSC,6,2.1,2.4,0.3,21.9,1.2,1.08,None,0.0,1.0,1.0,1.05,14053.11,54292.81,2.02,40239.7,286.34,231.78,Delivered,Yes,True,6,5
SHIP01528,2024-06-19,2024-06-21,2024-06-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST003,Standard,PROD0052,Textiles,General Goods,Pallet,0.03,243,258.48,263.6,62810.64,296.38,9.838,9838.0,Sea,MSC,10,3.5,7.2,3.7,18.7,1.5,1.29,None,0.0,1.1,1.0,1.05,13946.25,15020.92,1.53,1074.67,7.71,273.44,Delayed,No,False,6,4
SHIP01529,2023-06-24,2023-06-27,2023-07-08,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST017,Standard,PROD0018,Electronics,Fragile,Crate,0.0,235,1165.9,1180.28,273986.5,984.43,1.135,1135.0,Sea,MSC,4,3.1,10.592398155992878,7.5,22.8,3.4,1.23,None,27.6,1.1,1.0,1.05,1154.47,1237.37,1.09,82.9,7.18,19.61,Delayed,No,False,6,1
SHIP01530,2023-04-25,2023-04-25,2023-04-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST027,Standard,PROD0016,Electronics,Fragile,Loose,1.0,102,2848.24,2902.23,290520.48,287.58,0.581,581.0,Sea,MSC,4,2.9,3.8,0.9,21.6,2.3,1.07,None,0.0,1.0,0.98,0.95,679.93,697.55,1.2,17.62,2.59,9.01,Delayed,No,False,4,1
SHIP01531,2024-07-01,2024-07-02,2024-07-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST006,Standard,PROD0054,Textiles,General Goods,Pallet,0.06,27,329.32,325.95,8891.64,87.67,2.479,2479.0,Sea,Maersk,10,2.7,10.1,7.4,13.4,9.5,1.27,Severe Weather,40.8,1.1,1.08,1.25,2291.46,2698.83,1.09,407.37,17.78,43.98,Delayed,No,False,7,1
SHIP01532,2024-06-27,2024-06-28,2024-06-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST039,Standard,PROD0039,Pharma,Temperature Controlled,Loose,1.0,115,1886.45,1923.84,216941.75,180.01,2.06,412.0,Express Air,FedEx,9,1.5,1.1,-0.4,909.6,0.9,1.02,None,0.0,1.0,1.0,1.05,19235.4,19231.9,46.68,-3.5,-0.02,337.84,Delivered,Yes,False,6,4
SHIP01533,2023-02-13,2023-02-16,2023-03-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST033,Standard,PROD0083,Consumer Goods,General Goods,Box,1.58,175,140.91,143.1,24659.25,2197.32,27.723,27723.0,Sea,MSC,6,3.9,20.8,16.9,13.7,11.5,2.06,None,99.2,1.4,1.0,1.0,42347.14,56997.75,2.06,14650.61,34.6,1339.65,Delayed,No,False,2,3
SHIP01534,2023-06-12,2023-06-12,2023-06-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST049,Standard,PROD0035,Pharma,Temperature Controlled,Carton,0.18,158,1032.39,1028.37,163117.62,73.85,1.461,243.98700000000002,Air Cargo,FedEx,9,6.4,4.8,-1.6,454.8,25.5,1.77,Minor Rain/Fog,0.0,1.3,1.0,1.05,97728.8,116113.51,475.9,18384.71,18.81,3967.7,Early,Yes,False,6,0
SHIP01535,2024-12-23,2024-12-24,2024-12-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST028,Standard,PROD0043,Textiles,General Goods,Pallet,0.06,358,212.31,212.72,76006.98,2332.47,34.373,34373.0,Sea,MSC,10,2.4,3.6,1.2,28.3,3.4,1.08,None,0.0,1.0,1.15,1.1,32542.67,38898.89,1.13,6356.22,19.53,537.34,Delayed,No,False,12,1
SHIP01536,2024-01-06,2024-01-07,2024-02-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST022,Standard,PROD0058,Textiles,General Goods,Pallet,0.02,499,343.76,347.95,171536.24,4559.62,11.59,11590.0,Sea,MSC,10,33.1,25.1,-8.0,20.8,10.0,1.46,None,31.1,1.2,1.05,1.1,50138.46,56236.23,4.85,6097.77,12.16,1132.8,Early,Yes,False,1,6
SHIP01537,2024-09-24,2024-09-26,2024-09-27,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST026,Express,PROD0088,Consumer Goods,General Goods,Box,0.65,225,221.82,219.23,49909.5,640.53,14.722,2458.574,Air Cargo,MSC,6,2.5,1.2,-1.3,763.3,2.2,1.02,None,0.0,1.0,1.0,1.0,105851.49,109850.05,44.68,3998.56,3.78,4419.63,Early,Yes,False,9,3
SHIP01538,2023-05-04,2023-05-04,2023-05-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST040,Express,PROD0041,Textiles,General Goods,Box,0.64,444,253.05,255.33,112354.2,2275.01,28.568,4770.856000000001,Air Cargo,MSC,10,7.4,5.0,-2.4,381.7,25.0,1.77,None,34.4,1.3,0.95,0.95,1103685.54,1234443.99,258.75,130758.45,11.85,81047.62,Early,Yes,False,5,3
SHIP01539,2024-05-01,2024-05-03,2024-07-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST041,Standard,PROD0001,Electronics,Fragile,Pallet,0.0,351,4542.28,4541.45,1594340.28,1321.96,0.406,1321.96,Sea,Maersk,4,50.0,62.6,12.6,14.9,21.7,1.85,None,38.7,1.3,0.95,0.95,10220.86,12469.08,9.43,2248.22,22.0,293.74,Delayed,No,False,5,4
SHIP01540,2024-11-21,2024-11-21,2024-12-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST006,Standard,PROD0046,Textiles,General Goods,Box,0.72,151,153.02,152.25,23106.02,919.3,10.831,10831.0,Sea,Maersk,10,30.0,19.0,-11.0,23.8,11.0,1.28,None,0.0,1.1,1.2,1.15,44240.38,57362.71,5.3,13122.33,29.66,904.66,Early,Yes,False,11,3
SHIP01541,2023-07-04,2023-07-07,2023-07-11,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST016,Express,PROD0050,Textiles,General Goods,Box,0.41,312,355.17,361.6,110813.04,1861.45,12.739,3184.75,Road,Maersk,10,2.8,3.5,0.7,36.0,6.8,1.27,None,0.0,1.1,1.08,1.25,14119.18,16842.67,5.29,2723.49,19.29,340.33,Delayed,No,False,7,4
SHIP01542,2023-11-10,2023-11-13,2023-11-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST009,Express,PROD0059,Textiles,General Goods,Carton,0.41,451,128.16,127.9,57800.16,340.02,9.312,1555.1039999999998,Air Cargo,Maersk,10,2.6,1.9,-0.7,467.9,2.4,1.25,None,0.0,1.1,1.2,1.15,63775.08,80047.96,51.47,16272.88,25.52,3330.74,Early,Yes,False,11,0
SHIP01543,2023-12-05,2023-12-08,2023-12-12,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST003,Standard,PROD0033,Pharma,Temperature Controlled,Box,0.19,401,1711.29,1728.8,686227.29,399.38,7.539,1259.013,Air Cargo,Maersk,5,6.2,4.3,-1.9,532.6,10.9,1.33,Minor Rain/Fog,54.3,1.1,1.15,1.1,155190.03,191489.29,152.09,36299.26,23.39,8694.24,Early,Yes,False,12,4
SHIP01544,2024-05-09,2024-05-12,2024-07-19,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST038,Standard,PROD0065,Machinery Parts,Heavy/Bulky,Carton,47.32,5,3077.44,3089.93,15387.2,1211.61,11.831,11831.0,Sea,Maersk,9,48.8,68.1,19.3,12.5,21.6,1.83,None,3.5,1.3,0.95,0.95,86322.9,104611.23,8.84,18288.33,21.19,2491.92,Delayed,No,False,5,6
SHIP01545,2024-07-27,2024-07-28,2024-08-01,Gurugram,India,Gurugram Mfg Hub,Gurugram,Pune,Standard Route,1450,CUST026,Standard,PROD0088,Consumer Goods,General Goods,Carton,2.18,346,128.82,128.75,44571.72,4018.69,37.704,37704.0,Sea,MSC,6,2.0,4.0,2.0,27.7,3.4,1.02,None,0.0,1.0,1.08,1.25,35631.59,38789.09,1.03,3157.5,8.86,559.39,Delayed,No,False,7,6
SHIP01546,2024-09-30,2024-10-02,2024-10-05,Gurugram,India,Gurugram Mfg Hub,Gurugram,Frankfurt,Air/Sea Route FRA,6500,CUST019,Standard,PROD0035,Pharma,Temperature Controlled,Pallet,0.01,28,932.83,927.69,26119.24,16.29,0.411,68.637,Air Cargo,DHL,9,3.6,3.1,-0.5,654.2,18.2,1.27,None,0.0,1.1,1.1,1.05,20247.37,23213.06,338.2,2965.69,14.65,452.39,Delivered,Yes,False,10,2
SHIP01547,2024-07-13,2024-07-14,2024-10-06,Gurugram,India,Gurugram Mfg Hub,Gurugram,Toronto,Air/Sea Route YYZ,11500,CUST015,Standard,PROD0060,Textiles,General Goods,Pallet,0.04,312,347.73,350.18,108491.76,119.28,20.89,20890.0,Sea,Maersk,10,49.0,84.0,35.0,14.0,35.9,1.79,None,75.4,1.3,1.08,1.25,149962.08,191860.17,9.18,41898.09,27.94,4293.71,Delayed,No,False,7,6
SHIP01548,2024-05-04,2024-05-06,2024-05-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST016,Standard,PROD0116,Hazardous Materials,Hazardous,Carton,8.91,3,2641.99,2608.31,7925.97,245.61,1.336,1336.0,Sea,Maersk,8,7.0,7.4,0.4,22.3,3.5,1.02,None,67.6,1.0,0.95,0.95,1975.39,1871.58,1.4,-103.81,-5.26,30.0,Delivered,Yes,False,5,0
SHIP01549,2024-03-07,2024-03-09,2024-03-17,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST026,Standard,PROD0089,Consumer Goods,General Goods,Box,0.85,291,156.22,153.29,45460.02,1465.37,24.702,24702.0,Sea,MSC,6,3.6,7.605027118344038,4.0,18.4,3.8,1.46,None,5.3,1.2,1.0,1.0,23490.05,25389.64,1.03,1899.59,8.09,522.58,Delayed,No,False,3,5
SHIP01550,2023-09-18,2023-09-19,2023-11-29,Gurugram,India,Gurugram Mfg Hub,Gurugram,New York,Air/Sea Route NY,12000,CUST044,Standard,PROD0092,Consumer Goods,General Goods,Crate,0.04,127,260.38,258.52,33068.26,595.39,9.834,9834.0,Sea,MSC,6,48.3,71.2,22.9,12.8,46.9,1.71,None,29.0,1.3,1.0,1.0,75893.92,84947.44,8.64,9053.52,11.93,2012.18,Delayed,No,False,9,1
SHIP01551,2024-06-10,2024-06-12,2024-07-07,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST030,Standard,PROD0043,Textiles,General Goods,Carton,1.48,334,407.29,406.97,136034.86,2731.75,24.777,24777.0,Sea,MSC,10,32.6,25.0,-7.6,19.6,10.8,1.56,None,9.2,1.2,1.0,1.05,108359.37,123390.61,4.98,15031.24,13.87,2591.63,Early,Yes,False,6,2
SHIP01552,2024-11-15,2024-11-16,2024-11-22,Gurugram,India,Gurugram Mfg Hub,Gurugram,Sydney,Air/Sea Route SYD,10000,CUST004,Express,PROD0021,Pharma,Temperature Controlled,Loose,1.0,110,201.74,200.18,22191.4,141.99,2.067,345.189,Air Cargo,FedEx,9,7.0,5.5,-1.5,305.8,24.3,2.16,None,0.0,1.4,1.2,1.15,120583.72,164757.36,477.3,44173.64,36.63,5953.37,Early,Yes,False,11,5
SHIP01553,2023-08-14,2023-08-16,2023-08-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST030,Standard,PROD0050,Textiles,General Goods,Carton,1.53,346,35.38,35.91,12241.48,3268.24,26.503,26503.0,Sea,MSC,10,7.3,9.9,2.6,19.8,8.0,1.03,Severe Weather,45.7,1.0,1.05,1.15,38212.39,42763.05,1.61,4550.66,11.91,602.87,Delayed,No,False,8,2
SHIP01554,2024-10-24,2024-10-24,2024-10-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Jaipur,NH 48 Short,300,CUST049,Standard,PROD0097,Consumer Goods,General Goods,Carton,0.48,146,291.27,290.74,42525.42,778.16,3.485,3485.0,Sea,Maersk,6,1.0,2.3,1.3,20.5,0.4,1.03,Minor Rain/Fog,0.0,1.0,1.1,1.05,785.59,872.83,0.25,87.24,11.11,10.79,Delayed,No,False,10,3
SHIP01555,2023-11-19,2023-11-21,2023-11-26,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST005,Standard,PROD0041,Textiles,General Goods,Carton,1.9,339,317.39,316.51,107595.21,385.77,32.186,32186.0,Sea,MSC,10,1.7,4.7,3.0,22.8,0.9,1.02,Minor Rain/Fog,23.0,1.0,1.2,1.15,16722.55,20248.44,0.63,3525.89,21.08,263.46,Delayed,No,False,11,1
SHIP01556,2024-07-14,2024-07-14,2024-08-16,Gurugram,India,Gurugram Mfg Hub,Gurugram,London,Air/Sea Route LDN,6700,CUST044,Standard,PROD0046,Textiles,General Goods,Loose,1.0,400,456.4,461.04,182560.0,501.27,15.487,15487.0,Sea,MSC,10,33.4,32.8,-0.6,16.3,5.6,1.44,None,0.0,1.2,1.08,1.25,67023.99,78444.13,5.07,11420.14,17.04,1498.22,Early,Yes,False,7,6
SHIP01557,2024-02-02,2024-02-03,2024-02-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,Via Jaipur-Udaipur,1450,CUST044,Standard,PROD0092,Consumer Goods,General Goods,Pallet,0.12,481,279.97,285.49,134665.57,5952.31,85.975,85975.0,Sea,Maersk,6,3.4,6.9,3.5,17.0,4.4,1.56,None,0.0,1.2,1.0,1.0,79132.4,87705.14,1.02,8572.74,10.83,1944.93,Delayed,No,False,2,5
SHIP01558,2024-07-06,2024-07-08,2024-07-09,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST034,Critical,PROD0097,Consumer Goods,General Goods,Carton,2.03,482,259.5,261.36,125079.0,4195.84,48.989,8181.163,Air Cargo,Maersk,6,1.6,1.4,-0.2,684.8,1.4,1.07,None,0.0,1.0,1.08,1.25,342505.95,391253.7,47.82,48747.75,14.23,15381.02,Delivered,Yes,False,7,0
SHIP01559,2023-10-27,2023-10-30,2023-11-03,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST029,Express,PROD0034,Pharma,Temperature Controlled,Loose,1.0,81,1355.16,1364.86,109767.96,63.63,0.779,155.8,Express Air,FedEx,9,1.5,3.7,2.2,1055.5,4.7,1.05,None,42.2,1.0,1.1,1.05,19782.8,21655.55,139.0,1872.75,9.47,360.6,Delayed,No,False,10,0
SHIP01560,2023-05-10,2023-05-10,2023-05-13,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST030,Critical,PROD0021,Pharma,Temperature Controlled,Pallet,0.01,324,827.86,819.9,268226.64,352.93,3.195,533.5649999999999,Air Cargo,FedEx,9,1.5,3.1,1.6,521.1,5.4,1.31,Minor Rain/Fog,38.4,1.1,0.95,0.95,30134.48,29536.64,55.36,-597.84,-1.98,1202.03,Delayed,No,False,5,2
SHIP01561,2024-11-19,2024-11-19,2024-11-21,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST004,Express,PROD0096,Consumer Goods,General Goods,Carton,2.99,466,70.34,70.85,32778.44,4618.01,69.735,11645.745,Air Cargo,FedEx,8,3.0,1.7,-1.3,562.6,7.8,1.53,None,0.0,1.2,1.2,1.15,670565.27,930618.08,79.91,260052.81,38.78,31399.87,Early,Yes,False,11,1
SHIP01562,2023-12-21,2023-12-22,2023-12-24,Gurugram,India,Gurugram Mfg Hub,Gurugram,Ahmedabad,NH 48 West,800,CUST024,Standard,PROD0081,Consumer Goods,General Goods,Box,1.55,279,89.43,91.05,24950.97,3784.86,43.177,43177.0,Sea,MSC,6,1.3,1.8,0.5,28.7,0.7,1.01,None,0.0,1.0,1.15,1.1,22621.46,26910.74,0.62,4289.28,18.96,348.54,Delivered,Yes,False,12,4
SHIP01563,2024-12-29,2024-12-31,2025-01-10,Gurugram,India,Gurugram Mfg Hub,Gurugram,Bangalore,NH 44 Standard,2150,CUST036,Standard,PROD0085,Consumer Goods,General Goods,Box,0.37,285,260.05,257.29,74114.25,1786.5,10.447,10447.0,Sea,MSC,6,3.0,9.8,6.8,18.8,5.4,1.26,None,36.6,1.1,1.15,1.1,14785.68,18290.03,1.75,3504.35,23.7,282.13,Delayed,No,False,12,1
SHIP01564,2023-03-16,2023-03-18,2023-03-20,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,NH 44 South,2200,CUST003,Standard,PROD0020,Electronics,Fragile,Crate,0.02,14,2568.54,2543.6,35959.56,43.98,0.662,110.554,Air Cargo,DHL,10,2.7,1.8,-0.9,521.1,5.6,1.48,Minor Rain/Fog,0.0,1.2,1.0,1.0,8913.48,9619.88,87.02,706.4,7.93,287.79,Early,Yes,False,3,5
SHIP01565,2023-01-22,2023-01-23,2023-01-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Dubai,Air/Sea Route DXB,2200,CUST026,Standard,PROD0091,Consumer Goods,General Goods,Carton,2.06,325,184.94,186.63,60105.5,1479.67,33.458,33458.0,Sea,Maersk,6,7.5,5.3,-2.2,27.2,4.4,1.06,None,0.0,1.0,1.05,1.1,46796.35,52934.75,1.58,6138.4,13.12,782.14,Early,Yes,False,1,0
SHIP01566,2023-02-14,2023-02-14,2023-02-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Kolkata,NH 19 East,1500,CUST013,Standard,PROD0029,Pharma,Temperature Controlled,Box,0.17,314,1644.76,1623.32,516454.64,497.9,5.353,893.9509999999999,Air Cargo,Maersk,5,3.0,1.3,-1.7,691.2,1.4,1.04,None,0.0,1.0,1.0,1.0,25252.5,27035.98,30.24,1783.48,7.06,1120.66,Early,Yes,False,2,1
SHIP01567,2023-04-17,2023-04-20,2023-04-28,Gurugram,India,Gurugram Mfg Hub,Gurugram,Singapore,Air/Sea Route SIN,4000,CUST041,Standard,PROD0012,Electronics,Fragile,Loose,1.0,260,902.88,901.97,234748.8,1246.28,12.769,12769.0,Sea,MSC,4,11.6,7.5,-4.1,27.3,9.5,1.03,Minor Rain/Fog,0.0,1.0,0.98,0.95,33258.54,33781.38,2.65,522.84,1.57,523.95,Early,Yes,False,4,3
SHIP01568,2024-12-12,2024-12-12,2024-12-14,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST033,Standard,PROD0028,Pharma,Temperature Controlled,Pallet,0.01,31,825.73,819.74,25597.63,51.66,0.296,51.66,Air Cargo,DHL,9,3.7,2.1,-1.6,359.5,3.2,2.06,None,0.0,1.4,1.15,1.1,5586.92,7502.62,145.23,1915.7,34.29,200.46,Early,Yes,False,12,3
SHIP01569,2024-01-12,2024-01-13,2024-01-18,Gurugram,India,Gurugram Mfg Hub,Gurugram,Mumbai,NH 48 Direct,1400,CUST027,Standard,PROD0095,Consumer Goods,General Goods,Pallet,0.06,59,40.35,40.27,2380.65,35.12,5.017,5017.0,Sea,MSC,6,2.9,5.4,2.5,19.1,2.0,1.32,None,0.0,1.1,1.05,1.1,4675.85,5269.5,1.05,593.65,12.7,92.52,Delayed,No,False,1,5
SHIP01570,2023-07-10,2023-07-12,2023-07-15,Gurugram,India,Gurugram Mfg Hub,Gurugram,Chennai,East Coast detour,2350,CUST029,Critical,PROD0059,Textiles,General Goods,Carton,0.52,328,350.42,353.47,114937.76,2673.26,8.529,2673.26,Air Cargo,MSC,10,3.4,2.8,-0.6,414.4,11.3,2.1,None,0.0,1.4,1.08,1.25,121905.05,154216.09,57.69,32311.04,26.51,10564.73,Early,Yes,False,7,2
