ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Transporter Name,Delivery Time (Days)
13038,161-ZA-T30,FPQ-7175,SCMS-103410,ASN-12172,Maharashtra,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,14-Sep-11,27-Oct-11,27-Oct-11,ARV,Pediatric,Lupin,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,54768,25781.25,0.4707356485539001,0.015691188285130005,"Srikakulam, Andhra Pradesh",Yes,3237,2267.74,220.5,TCI Express,11
13064,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,9/11/14,5/11/15,12-May-15,12-May-15,12-May-15,ARV,Adult,Serum Institute,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,25,31273.07,1250.9228,20.848713333333333,"Hosakote, Karnataka",Yes,Weight Captured Separately,1894.64,1.28,Delhivery,7
13091,116-ZA-T30,FPQ-13973,SCMS-238550,ASN-30792,Uttar Pradesh,PMO - US,Direct Drop,DDP,Truck,4/30/14,5/8/14,19-Feb-15,19-Feb-15,19-Feb-15,ARV,Adult,Lupin,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3,87346.21,29115.403333333335,485.25672222222227,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,1590.03,0.21,Delhivery,14
13093,108-VN-T30,FPQ-12187,SCMS-188540,ASN-21695,Gujarat,PMO - US,Direct Drop,EXW,Air,5/3/13,5/10/13,11-Oct-13,9-Oct-13,9-Oct-13,ARV,Adult,Dr. Reddy's,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,11500,79860.87,6.94442347826087,0.23148078260869565,"Hosakote, Karnataka",Yes,1295,2351.27,163.45,Delhivery,4
13106,108-VN-T30,FPQ-13976,SCMS-236120,ASN-27809,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,4/8/14,4/30/14,16-Sep-14,16-Sep-14,1-Oct-14,ARV,Adult,Cipla,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,16000,49021.17,3.063823125,0.1021274375,"Pithampur, Madhya Pradesh",Yes,1948,725.65,58.39,TCI Express,11
13115,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,Delhi,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,Sun Pharma,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,13,10346.47,795.8823076923077,26.529410256410255,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,2400.83,0.54,GATI,4
13138,133-NG-T30,FPQ-10765,SCMS-162440,ASN-17530,West Bengal,PMO - US,Direct Drop,EXW,Air,10/5/12,10/16/12,9-Jan-13,10-Jan-13,10-Jan-13,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,36803.99,13.41253279883382,0.1341253279883382,"Vapi, Gujarat",Yes,1186,448.04,342.39,VRL Logistics,6
13148,103-DO-T30,FPQ-14469,SCMS-244720,ASN-26962,Karnataka,PMO - US,Direct Drop,DDP,Air,6/13/14,6/23/14,14-Jan-14,14-Jan-14,7-Feb-14,ARV,Pediatric,Dr. Reddy's,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle, 160 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,160,4570,81571.61,17.84936761487965,0.11155854759299781,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,246.75,152.4,Blue Dart,7
13151,111-MZ-T30,FPQ-8116,SCMS-118360,ASN-13217,Gujarat,PMO - US,Direct Drop,EXW,Air,8/4/11,8/24/11,12-Dec-11,30-Nov-11,30-Nov-11,HRDT,HIV test,Lupin,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1,40586.5,40586.5,405.865,"Vapi, Gujarat",Yes,Weight Captured Separately,1695.35,0.13,VRL Logistics,4
13161,161-ZA-T30,FPQ-5303,SCMS-68910,ASN-7440,Maharashtra,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,24-Aug-10,24-Aug-10,24-Aug-10,ARV,Adult,Dr. Reddy's,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,56877,92256.9,1.622042301809167,0.05406807672697223,"Srikakulam, Andhra Pradesh",Yes,4815,108.79,572.67,TCI Express,8
13205,104-CI-T30,FPQ-3885,SCMS-48630,ASN-4783,Karnataka,PMO - US,Direct Drop,EXW,Air,6/19/09,7/9/09,15-Sep-09,15-Sep-09,15-Sep-09,HRDT,HIV test,Sun Pharma,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,3500,50994.11,14.569745714285714,0.14569745714285715,"Hosakote, Karnataka",Yes,893,1840.65,480.2,GATI,5
13231,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,Gujarat,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,Biocon,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,14,89829.28,6416.377142857143,106.93961904761905,"Vapi, Gujarat",Yes,Weight Captured Separately,443.88,0.48,GATI,4
13275,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32259,Maharashtra,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,Lupin,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17760,96455.84,5.431072072072072,0.18103573573573575,"Baddi, Himachal Pradesh",Yes,2516,2360.92,209.04,GATI,5
13277,108-VN-T30,FPQ-4098,SCMS-51780,ASN-5008,Gujarat,PMO - US,Direct Drop,EXW,Air,8/12/09,8/14/09,26-Oct-09,26-Oct-09,26-Oct-09,ARV,Adult,Biocon,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1680,7130.82,4.244535714285714,0.1414845238095238,"Pithampur, Madhya Pradesh",Yes,110,1840.87,27.17,Blue Dart,7
13302,107-RW-T30,FPQ-6185,SCMS-84420,ASN-8578,Uttar Pradesh,PMO - US,Direct Drop,CIP,Air,9/3/10,9/29/10,2-Nov-10,2-Nov-10,2-Nov-10,ARV,Adult,Dr. Reddy's,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,138422,96592.5,0.6978117640259496,0.02326039213419832,"Vapi, Gujarat",Yes,13147,1763.58,2611.33,Blue Dart,12
13311,104-CI-T30,FPQ-8929,SCMS-131880,ASN-14110,Maharashtra,PMO - US,Direct Drop,EXW,Air,12/8/11,1/17/12,29-Mar-12,29-Mar-12,29-Mar-12,HRDT,HIV test,Biocon,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2000,65906.13,32.953065,0.32953065000000004,"Vapi, Gujarat",Yes,957,1464.64,224.32,GATI,11
13379,103-MW-T30,FPQ-10790,SCMS-163880,ASN-17939,Gujarat,PMO - US,Direct Drop,EXW,Ocean,10/17/12,10/31/12,21-Jun-13,21-Jun-13,21-Jun-13,ARV,Adult,Biocon,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,243800,87072.7,0.3571480721903199,0.01190493573967733,"Hosakote, Karnataka",Yes,27549,779.57,3465.16,VRL Logistics,2
13476,111-MZ-T30,FPQ-4107,SCMS-53520,ASN-6395,Maharashtra,PMO - US,Direct Drop,CIP,Air,9/2/09,9/24/09,19-Mar-10,19-Mar-10,19-Mar-10,ARV,Adult,Lupin,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,520,98030.64,188.52046153846155,2.244291208791209,"Srikakulam, Andhra Pradesh",Yes,149,420.68,10.52,GATI,10
13481,116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,Delhi,PMO - US,Direct Drop,DDP,Truck,9/11/14,1/26/15,26-Jan-15,26-Jan-15,26-Jan-15,ARV,Adult,Biocon,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,132,25740.44,195.00333333333333,6.500111111111111,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,1325.6,1.87,GATI,13
13487,106-HT-T30,FPQ-14895,SCMS-261510,ASN-30067,Delhi,PMO - US,Direct Drop,EXW,Ocean,9/24/14,11/14/14,13-Mar-15,13-Mar-15,18-Mar-15,ARV,Adult,Dr. Reddy's,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,25000,14341.54,0.5736616,0.019122053333333333,"Srikakulam, Andhra Pradesh",Yes,3034,1333.83,263.17,VRL Logistics,6
13544,104-CI-T30,FPQ-14372,SCMS-246550,ASN-29074,Tamil Nadu,PMO - US,Direct Drop,FCA,Air,6/3/14,7/31/14,3-Nov-14,3-Nov-14,7-Nov-14,ARV,Pediatric,Serum Institute,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,500,18336.06,36.67212,0.1222404,"Baddi, Himachal Pradesh",Yes,505,255.5,15.84,Blue Dart,7
13547,101-CD-T30,FPQ-14654,SCMS-253260,ASN-28279,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,8/11/14,8/27/14,4-Nov-14,4-Nov-14,20-Nov-14,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,77,65333.01,848.4806493506494,42.42403246753247,"Baddi, Himachal Pradesh",Yes,509,356.82,2.53,VRL Logistics,10
13555,108-VN-T30,FPQ-14516,SCMS-249040,ASN-29768,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,7/9/14,8/8/14,5-Feb-15,5-Feb-15,5-Feb-15,ARV,Adult,Serum Institute,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,13000,67871.61,5.220893076923077,0.08701488461538462,"Pithampur, Madhya Pradesh",Yes,2672,2236.75,108.25,Delhivery,7
13568,116-ZA-T30,FPQ-14942,SCMS-259074,ASN-31070,Tamil Nadu,PMO - US,Direct Drop,DDP,Truck,9/11/14,3/9/15,9-Mar-15,9-Mar-15,9-Mar-15,ARV,Adult,Dr. Reddy's,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,139,63874.61,459.52956834532375,15.317652278177459,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,689.66,1.61,TCI Express,3
13571,105-SS-T30,FPQ-14470,SCMS-245240,ASN-29503,Delhi,PMO - US,Direct Drop,EXW,Air,6/17/14,7/1/14,9-Jan-15,9-Jan-15,19-Jan-15,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,18,65383.11,3632.395,181.61975,"Baddi, Himachal Pradesh",Yes,177,1844.67,0.59,GATI,11
13581,102-SZ-T30,FPQ-7936,SCMS-113480,ASN-11824,Karnataka,PMO - US,Direct Drop,EXW,Air,6/21/11,7/13/11,28-Sep-11,28-Sep-11,28-Sep-11,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,377,72198.45,191.507824933687,1.91507824933687,"Vapi, Gujarat",Yes,172,2050.3,49.76,Delhivery,11
13608,114-UG-T30,FPQ-9365,SCMS-143480,ASN-14973,Tamil Nadu,PMO - US,Direct Drop,DDP,Air,3/15/12,4/17/12,21-May-12,21-May-12,21-May-12,ARV,Adult,Lupin,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,121,45964.8,379.87438016528927,3.165619834710744,"Baddi, Himachal Pradesh",Yes,43,2067.95,12.72,TCI Express,3
13648,101-CD-T30,FPQ-16001,SCMS-280220,ASN-32231,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,3/10/15,3/17/15,23-Jul-15,23-Jul-15,29-Jul-15,HRDT,HIV test,Dr. Reddy's,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,143,93011.79,650.4320979020979,6.504320979020979,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,1158.83,13.46,TCI Express,5
13652,108-VN-T30,FPQ-3896,SCMS-48290,ASN-4872,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,6/25/09,6/29/09,30-Sep-09,30-Sep-09,30-Sep-09,ARV,Adult,Aurobindo Pharma,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21504,30758.58,1.4303655133928572,0.047678850446428576,"Baddi, Himachal Pradesh",Yes,1849,1574.93,273.96,Delhivery,7
13696,105-DO-T30,FPQ-7858,SCMS-117380,ASN-12145,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,6/21/11,8/3/11,27-Sep-11,27-Sep-11,27-Sep-11,HRDT,HIV test - Ancillary,Cipla,"HIV 1/2, Bioline 3.0 Diluent, 25 Tests, Bottle x 5 ml","HIV 1/2, Bioline 3.0 Diluent, 25 Tests",Bioline,,Test kit - Ancillary,1,448,44937.0,100.30580357142857,100.30580357142857,"Pithampur, Madhya Pradesh",Yes,71,981.66,0.67,Delhivery,9
13700,111-MZ-T30,FPQ-13395,SCMS-219220,ASN-25451,Gujarat,PMO - US,Direct Drop,EXW,Air,12/11/13,12/17/13,2-May-14,2-May-14,7-May-14,ARV,Adult,Biocon,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,35136,54491.27,1.5508672017304188,0.02584778669550698,"Hosakote, Karnataka",Yes,4784,641.42,292.93,VRL Logistics,4
13708,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,1/22/14,1/28/14,4-Apr-14,4-Apr-14,28-Apr-14,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,32,35424.47,1107.0146875,55.350734375,"Srikakulam, Andhra Pradesh",Yes,54,171.76,1.05,Delhivery,9
13739,106-HT-T30,FPQ-11443,SCMS-180940,ASN-19819,Gujarat,PMO - US,Direct Drop,EXW,Ocean,2/7/13,3/22/13,2-Sep-13,2-Sep-13,2-Sep-13,ARV,Pediatric,Dr. Reddy's,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1832,3737.89,2.0403329694323142,0.008501387372634643,"Hosakote, Karnataka",Yes,3504,595.6,4.76,Blue Dart,5
13748,104-CI-T30,FPQ-3885,SCMS-48620,ASN-4720,Delhi,PMO - US,Direct Drop,EXW,Air,6/19/09,7/7/09,11-Sep-09,11-Sep-09,11-Sep-09,HRDT,HIV test,Serum Institute,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,350,65307.12,186.59177142857143,9.329588571428571,"Vapi, Gujarat",Yes,205,1337.06,18.52,Delhivery,13
13761,108-VN-T30,FPQ-9576,SCMS-145320,ASN-16055,Karnataka,PMO - US,Direct Drop,FCA,Air,4/11/12,6/15/12,3-Oct-12,3-Oct-12,3-Oct-12,ARV,Adult,Sun Pharma,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,174,23816.68,136.8774712643678,4.562582375478927,"Baddi, Himachal Pradesh",Yes,21,2333.57,5.67,GATI,3
13766,108-VN-T30,FPQ-14516,SCMS-249050,ASN-29376,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,7/9/14,8/11/14,17-Dec-14,17-Dec-14,17-Dec-14,ARV,Adult,Sun Pharma,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4000,48176.21,12.0440525,0.40146841666666666,"Hosakote, Karnataka",Yes,Weight Captured Separately,2173.66,14.6,TCI Express,11
13809,151-NG-T30,FPQ-14780,SCMS-254170,ASN-32902,Gujarat,PMO - US,Direct Drop,EXW,Air,8/13/14,8/29/14,5-Aug-15,5-Aug-15,10-Aug-15,ARV,Adult,Dr. Reddy's,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,4560,97389.25,21.357291666666665,0.7119097222222222,"Pithampur, Madhya Pradesh",Yes,Weight Captured Separately,1336.39,84.38,TCI Express,10
13817,113-ZW-T30,FPQ-13939,SCMS-234720,ASN-26119,West Bengal,PMO - US,Direct Drop,EXW,Air,4/1/14,5/8/14,14-Jun-14,14-Jun-14,16-Jun-14,ARV,Adult,Lupin,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,32670,36961.86,1.131370064279155,0.03771233547597184,"Baddi, Himachal Pradesh",Yes,3076,1048.59,156.17,GATI,7
13841,107-RW-T30,FPQ-4011,SCMS-50290,ASN-6267,Tamil Nadu,PMO - US,Direct Drop,CIP,Air,7/16/09,8/31/09,16-Apr-10,16-Apr-10,16-Apr-10,ARV,Adult,Lupin,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,62209,82987.53,1.3340116381874005,0.044467054606246684,"Vapi, Gujarat",Yes,5795,1084.76,1335.13,Delhivery,11
13842,101-CD-T30,FPQ-14255,SCMS-239810,ASN-27324,Gujarat,PMO - US,Direct Drop,EXW,Air,5/15/14,5/19/14,30-Sep-14,30-Sep-14,21-Oct-14,ARV,Pediatric,Cipla,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,940,41235.12,43.86714893617022,1.4622382978723405,"Baddi, Himachal Pradesh",Yes,132,974.23,1.21,TCI Express,8
13845,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33473,West Bengal,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,Serum Institute,"Darunavir 600mg [Prezista], tablets, 60 Tabs",Darunavir,Prezista,600mg,Tablet,60,33,5555.97,168.36272727272728,2.8060454545454547,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,1113.52,1.72,Delhivery,5
13862,102-BI-T30,FPQ-15186,SCMS-260800,ASN-30384,Gujarat,PMO - US,Direct Drop,EXW,Air,10/17/14,11/12/14,18-Feb-15,18-Feb-15,18-Feb-15,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,,Test kit,30,595,49128.26,82.56850420168068,2.752283473389356,"Vapi, Gujarat",Yes,63,1208.64,19.33,Blue Dart,14
13874,106-HT-T30,FPQ-11443,SCMS-180960,ASN-20434,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,2/7/13,3/22/13,14-Aug-13,14-Aug-13,14-Aug-13,ARV,Adult,Lupin,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14448,26544.31,1.837230758582503,0.06124102528608343,"Vapi, Gujarat",Yes,2284,1278.18,57.73,TCI Express,7
13886,114-UG-T30,FPQ-12290,SCMS-192080,ASN-22594,West Bengal,PMO - US,Direct Drop,CIP,Air,5/17/13,7/3/13,20-Nov-13,20-Nov-13,21-Nov-13,ARV,Adult,Sun Pharma,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,108,27816.71,257.5621296296296,2.1463510802469137,"Bhiwandi, Maharashtra",Yes,22,1602.57,4.81,TCI Express,13
13897,102-KE-T30,FPQ-8446,SCMS-124900,ASN-13149,West Bengal,PMO - US,Direct Drop,EXW,Air,10/5/11,10/26/11,17-Jan-12,17-Jan-12,17-Jan-12,HRDT,HIV test,Biocon,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,8298,82951.07,9.996513617739215,0.09996513617739215,"Srikakulam, Andhra Pradesh",Yes,1427,1801.18,1218.56,TCI Express,2
13899,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29597,Karnataka,PMO - US,Direct Drop,DDP,Truck,9/11/14,11/28/14,28-Nov-14,28-Nov-14,28-Nov-14,ARV,Pediatric,Biocon,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,16,35043.22,2190.20125,24.335569444444445,"Srikakulam, Andhra Pradesh",Yes,Weight Captured Separately,634.48,0.28,GATI,14
13900,103-CM-T30,FPQ-12659,SCMS-201930,ASN-21679,West Bengal,PMO - US,Direct Drop,EXW,Air,7/26/13,8/6/13,10-Oct-13,10-Oct-13,18-Oct-13,HRDT,HIV test,Serum Institute,"HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests",Determine,,Test kit,100,120,59823.14,498.52616666666665,4.985261666666666,"Baddi, Himachal Pradesh",Yes,Weight Captured Separately,1430.18,10.71,TCI Express,3
13903,109-TZ-T30,FPQ-12588,SCMS-200851,ASN-24301,Delhi,PMO - US,Direct Drop,EXW,Air,7/15/13,10/8/13,22-Mar-14,22-Mar-14,22-Mar-14,ARV,Pediatric,Cipla,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,5925,66132.49,11.161601687763714,0.3720533895921238,"Vapi, Gujarat",Yes,394,399.52,11.43,Delhivery,12
13904,108-VN-T30,FPQ-13976,SCMS-236050,ASN-27943,Maharashtra,PMO - US,Direct Drop,EXW,Air,4/8/14,4/30/14,30-Oct-14,30-Oct-14,4-Nov-14,ARV,Adult,Dr. Reddy's,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9800,24151.64,2.4644530612244897,0.04107421768707483,"Pithampur, Madhya Pradesh",Yes,2235,280.58,65.38,VRL Logistics,7
13915,800-CM-T30,FPQ-12570,SCMS-200891,ASN-25755,West Bengal,PMO - US,Direct Drop,EXW,Air,7/10/13,8/6/13,15-May-14,15-May-14,15-May-14,HRDT,HIV test,Serum Institute,"HIV 1/2, OraQuick Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Rapid Antibody Kit",OraQuick,,Test kit,100,1000,4664.21,4.66421,0.0466421,"Baddi, Himachal Pradesh",Yes,2090,143.01,432.95,GATI,5
13926,161-ZA-T30,FPQ-5303,SCMS-68750,ASN-8885,West Bengal,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,13-Oct-10,25-Jan-11,25-Jan-11,ARV,Adult,Serum Institute,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,19992,48045.94,2.4032583033213286,0.08010861011071095,"Pithampur, Madhya Pradesh",Yes,1378,2222.39,337.06,Delhivery,14
13959,110-ZM-T30,FPQ-14291,SCMS-242720,ASN-28530,Maharashtra,PMO - US,Direct Drop,EXW,Air,5/21/14,6/4/14,1-Dec-14,1-Dec-14,10-Dec-14,ARV,Pediatric,Sun Pharma,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,10000,17958.91,1.795891,0.029931516666666665,"Vapi, Gujarat",Yes,849,1221.68,20.46,Delhivery,8
13968,105-SS-T30,FPQ-12623,SCMS-200920,ASN-21751,Tamil Nadu,PMO - US,Direct Drop,EXW,Air,7/18/13,8/6/13,18-Oct-13,18-Oct-13,18-Oct-13,HRDT,HIV test,Aurobindo Pharma,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,35,31933.08,912.3737142857143,45.61868571428572,"Vapi, Gujarat",Yes,176,418.38,1.39,GATI,3
13978,108-VN-T30,FPQ-11418,SCMS-176300,ASN-19787,Karnataka,PMO - US,Direct Drop,EXW,Air,1/29/13,2/6/13,1-Jul-13,1-Jul-13,1-Jul-13,ARV,Adult,Lupin,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9095,89086.32,9.795087410665202,0.16325145684442002,"Bhiwandi, Maharashtra",Yes,1736,602.21,77.07,VRL Logistics,10
13988,106-HT-T30,FPQ-12041,SCMS-189220,ASN-20209,Uttar Pradesh,PMO - US,Direct Drop,EXW,Air,4/26/13,5/21/13,9-Jul-13,9-Jul-13,9-Jul-13,HRDT,HIV test,Serum Institute,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,300,18607.1,62.023666666666664,62.023666666666664,"Pithampur, Madhya Pradesh",Yes,182,1390.14,9.09,VRL Logistics,5
